status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The Senate confirmed Ms. Haaland to lead the Interior Department. She’ll be charged with essentially reversing the agency’s course over the past four years.,https://www.nytimes.com/2021/03/15/climate/deb-haaland-confirmation-secretary-of-interior.html,The Senate confirmed Ms. Haaland to lead the Interior Department. She’ll be charged with essentially reversing the agency’s course over the past four years.,"WASHINGTON — Representative Deb Haaland of New Mexico made history on Monday when the Senate confirmed her as President Biden’s secretary of the Interior, making her the first Native American to lead a cabinet agency.",The New York Times,,,2021-03-15T22:20:33+0000,article,Climate,Climate,News,nyt://article/eb285b2b-32c3-51c9-8243-8ebdb77a7c27,1296,nyt://article/eb285b2b-32c3-51c9-8243-8ebdb77a7c27,A,19,NA,Deb Haaland Becomes First Native American Cabinet Secretary,NA,NA,Senate Vote Confirms First Native American As Cabinet Secretary,NA,NA,NA,By Coral Davenport,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As interior secretary, Ms. Haaland runs an agency once responsible for eradicating the homes, the culture and often the lives of Indigenous people.",https://www.nytimes.com/2021/06/02/us/politics/deb-haaland-interior.html,"As interior secretary, Ms. Haaland runs an agency once responsible for eradicating the homes, the culture and often the lives of Indigenous people.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",The New York Times,,,2021-06-02T09:00:25+0000,article,Washington,U.S.,News,nyt://article/d2eef921-f94a-5d7f-8f1a-3d06de6f7cbc,1710,nyt://article/d2eef921-f94a-5d7f-8f1a-3d06de6f7cbc,A,10,Politics,"The Promise and Pressures of Deb Haaland, the First Native American Cabinet Secretary",NA,NA,How the 1st Native American Cabinet Member Carries the Weight,NA,NA,NA,By Elizabeth Williamson,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,President Biden’s choice for interior secretary faces her confirmation hearing on Tuesday. Democrats see her as embodying the hopes of the new administration; Republicans object to her activism.,https://www.nytimes.com/2021/02/22/climate/deb-haaland-interior.html,President Biden’s choice for interior secretary faces her confirmation hearing on Tuesday. Democrats see her as embodying the hopes of the new administration; Republicans object to her activism.,"WASHINGTON — When Representative Deb Haaland was tapped in December to be President Biden’s interior secretary, the decision was hailed as historic. She was the first Native American ever nominated to serve in cabinet — in this case to head a department that, for much of the nation’s history, has mistreated and neglected Indigenous Americans.",The New York Times,,,2021-02-22T22:10:21+0000,article,Climate,Climate,News,nyt://article/df16871e-00f7-55ba-bf50-e478fa2d8830,1406,nyt://article/df16871e-00f7-55ba-bf50-e478fa2d8830,A,18,NA,"Fight Over Deb Haaland, First Native American Cabinet Pick, Reflects Partisan Divide",NA,NA,"Hailed as Historic, Biden’s Interior Pick Is Also Partisan Lightning Rod",NA,NA,NA,By Coral Davenport,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Trump-era rule protected oil, construction and other industries from liability if they killed or injured birds while doing business.",https://www.nytimes.com/2021/09/29/climate/biden-birds-protection.html,"The Trump-era rule protected oil, construction and other industries from liability if they killed or injured birds while doing business.","WASHINGTON — The Biden administration on Wednesday restored protections for migratory birds that were loosened under former President Donald J. Trump, a move celebrated by conservationists but expected to exacerbate tensions between the administration and the oil and gas industry.",The New York Times,,,2021-09-29T21:18:09+0000,article,Climate,Climate,News,nyt://article/405a2308-9473-549d-93bd-6f4bb2e8835a,738,nyt://article/405a2308-9473-549d-93bd-6f4bb2e8835a,A,24,NA,"Biden Administration Restores Bird Protections, Repealing Trump Rule",NA,NA,Federal Protections for Migratory Birds to Be Restored,NA,NA,NA,By Lisa Friedman and Catrin Einhorn,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The Trump administration had moved the agency’s headquarters to Colorado. Interior Secretary Deb Haaland said that office would become the agency’s ‘Western headquarters.’,https://www.nytimes.com/2021/09/17/us/politics/haaland-blm-washington-colorado.html,The Trump administration had moved the agency’s headquarters to Colorado. Interior Secretary Deb Haaland said that office would become the agency’s ‘Western headquarters.’,"Interior Secretary Deb Haaland announced Friday that the Bureau of Land Management will move its headquarters back to Washington, a reversal of a heavily criticized Trump administration decision to relocate the public lands agency to Grand Junction, Colo.",The New York Times,,,2021-09-17T21:06:38+0000,article,Washington,U.S.,News,nyt://article/97cf02a2-495e-58c1-a5f6-0a7240ceec92,338,nyt://article/97cf02a2-495e-58c1-a5f6-0a7240ceec92,NA,NA,Politics,The Bureau of Land Management is moving back to Washington.,NA,NA,NA,NA,NA,NA,By Lisa Friedman,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Hundreds of thousands of white flags honor the more than 670,000 people in the United States who have died from the coronavirus.",https://www.nytimes.com/2021/09/17/us/politics/national-mall-covid-deaths.html,"Hundreds of thousands of white flags honor the more than 670,000 people in the United States who have died from the coronavirus.","WASHINGTON — Peering at a sea of white flags blanketing the National Mall, Dr. Laura A. Valleni recalled the scores of pregnant women who had contracted the coronavirus at her hospital in South Carolina. Babies have been born prematurely, mothers have died and a surge of children has overwhelmed the pediatric unit for the past two months, she said.",The New York Times,,,2021-09-17T22:09:13+0000,article,Washington,U.S.,News,nyt://article/32127d53-7e13-5cae-9fc9-79cfde218c6b,646,nyt://article/32127d53-7e13-5cae-9fc9-79cfde218c6b,A,18,Politics,Memorial Along National Mall Offers Stark Reminder of Virus’s Toll,NA,NA,D.C. Memorial Offers a Stark Reminder of Covid’s Toll,NA,NA,NA,By Chris Cameron,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The park service should stop a planned cull of these animals in Grand Canyon National Park.,https://www.nytimes.com/2021/09/16/opinion/Hunt-bison-Grand-Canyon-National-Park.html,The park service should stop a planned cull of these animals in Grand Canyon National Park.,"PHOENIX — In politics, issues of true importance aren’t always the ones that consume our attention. My candidate for the most underrated of all public concerns is the treatment of animals, an issue as revealing as any about our character and sense of fairness. If you want hard evidence to track the moral progress of humanity, watch how we deal with other creatures who are defenseless against our power and will.",The New York Times,,,2021-09-16T23:41:52+0000,article,OpEd,Opinion,Op-Ed,nyt://article/0458ff87-54ac-581d-a69f-3d2ccdb8fe29,1150,nyt://article/0458ff87-54ac-581d-a69f-3d2ccdb8fe29,A,23,NA,Don’t Let Hunters Kill Bison Inside a National Park,Guest Essay,NA,"Bison, Not Hunters, Belong in National Parks",NA,NA,NA,By Matthew Scully,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Changes to U.S. regulations would seek to eliminate red tape that has delayed the return of burial remains and sacred objects held by museums and other institutions.,https://www.nytimes.com/2021/08/06/arts/design/native-american-remains-museums-nagpra.html,Changes to U.S. regulations would seek to eliminate red tape that has delayed the return of burial remains and sacred objects held by museums and other institutions.,"In 1990, when Congress passed a law that set criteria under which federally recognized Native American tribes could reclaim ancient burial remains and sacred objects, legislators hoped to encourage the return of items by museums and other institutions. But more than three decades later, some officials acknowledge that the law, known as the Native American Graves Protection and Repatriation Act, or NAGPRA, has not been as effective as they had hoped.",The New York Times,,,2021-08-06T16:27:16+0000,article,Culture,Arts,News,nyt://article/979137dd-827a-5b72-a3e2-a2ecf7ac9306,1381,nyt://article/979137dd-827a-5b72-a3e2-a2ecf7ac9306,C,1,Art & Design,"Push to Return 116,000 Native American Remains Is Long-Awaited",NA,NA,Native American Remains Await a Return,NA,NA,NA,By Zachary Small,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Representative Deb Haaland of New Mexico, President Biden’s pick to head the Interior Department, was questioned on past remarks as an activist opposing the fossil fuel industry.",https://www.nytimes.com/video/us/politics/100000007620505/deb-haaland-fossil-fuel.html,"Representative Deb Haaland of New Mexico, President Biden’s pick to head the Interior Department, was questioned on past remarks as an activist opposing the fossil fuel industry.","Representative Deb Haaland of New Mexico, President Biden’s pick to head the Interior Department, was questioned on past remarks as an activist opposing the fossil fuel industry.",Reuters,,,2021-02-23T21:20:24+0000,multimedia,,U.S.,Video,nyt://video/33b6953c-7764-5cfe-a940-caf84e63a162,0,nyt://video/33b6953c-7764-5cfe-a940-caf84e63a162,NA,NA,Politics,Interior Secretary Nominee Questioned on Fossil Fuel,NA,NA,NA,NA,NA,NA,By Reuters,,Reuters,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Secretary of the Interior Deb Haaland announced a new initiative that would delve into the records of the federal schools to which Native American children were forcibly relocated for 150 years.,https://www.nytimes.com/2021/06/23/us/indigenous-children-indian-civilization-act-1819.html,Secretary of the Interior Deb Haaland announced a new initiative that would delve into the records of the federal schools to which Native American children were forcibly relocated for 150 years.,"The United States will search federal boarding schools for possible burial sites of Native American children, hundreds of thousands of whom were forcibly taken from their communities to be culturally assimilated in the schools for more than a century, the interior secretary announced on Tuesday.",The New York Times,,,2021-06-23T18:24:02+0000,article,Express,U.S.,News,nyt://article/38b53d27-3d89-5747-a88d-e35b54feee16,868,nyt://article/38b53d27-3d89-5747-a88d-e35b54feee16,A,8,NA,U.S. to Search Former Native American Schools for Children’s Remains,NA,NA,Search for Burial Sites  In U.S. Is to Be Conducted At Former ‘Indian Schools’,NA,NA,NA,By Christine Hauser and Isabella Grullón Paz,,NA,121,20,12
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Jennifer Van der Heide will remain at the department as a senior counselor to Interior Secretary Deb Haaland.,https://www.nytimes.com/2021/04/01/us/deb-haaland-coronavirus.html,Jennifer Van der Heide will remain at the department as a senior counselor to Interior Secretary Deb Haaland.,"The White House has directed the Interior Department’s chief of staff, Jennifer Van der Heide, to step away from her position after she tried to plan an indoor party with roughly 50 attendees to celebrate the confirmation of Interior Secretary Deb Haaland, according to an administration official with knowledge of the matter.",The New York Times,,,2021-04-01T18:39:32+0000,article,Washington,U.S.,News,nyt://article/595b0f98-038b-5aaf-9202-7fed18eee032,315,nyt://article/595b0f98-038b-5aaf-9202-7fed18eee032,NA,NA,NA,The Interior Department’s chief of staff shifts jobs after ignoring coronavirus guidance and planning an indoor party.,NA,NA,NA,NA,NA,NA,By Coral Davenport,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,See full results and maps from the New Mexico special election.,https://www.nytimes.com/interactive/2021/06/01/us/elections/results-new-mexico-house-district-1-special-election.html,See full results and maps from the New Mexico special election.,See full results and maps from the New Mexico special election.,The New York Times,,,2021-06-01T21:10:44+0000,multimedia,Graphics,U.S.,Interactive Feature,nyt://interactive/adb3a8bc-6f15-5f7e-9cb5-2559de043d26,0,nyt://interactive/adb3a8bc-6f15-5f7e-9cb5-2559de043d26,NA,NA,Elections,New Mexico Special Election Results: First Congressional District,NA,NA,NA,NA,NA,NA,NA,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Environmental activists had high hopes when he entered office, but have found his record mixed.",https://www.nytimes.com/2021/05/28/us/politics/biden-climate-change-fossil-fuels.html,"Environmental activists had high hopes when he entered office, but have found his record mixed.","Picture this predicament, described by our climate reporter Lisa Friedman in her latest article as “a paradox worthy of Kafka”: In order to break through the earth and tap the oil in the National Petroleum Reserve in Alaska, ConocoPhillips must install “chillers” into the thawing permafrost.",The New York Times,,,2021-05-28T22:10:06+0000,article,Politics,U.S.,News,nyt://article/e4ae4354-0fd6-5294-89b9-625c16744724,1085,nyt://article/e4ae4354-0fd6-5294-89b9-625c16744724,A,2,Politics,Why Biden Isn’t Cracking Down on Fossil Fuels,On Politics,NA,Parsing Biden’s Environmental Politics,NA,NA,NA,By Giovanni Russonello,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Senators pressed through hours of backlogged confirmation hearings on Tuesday as pressure intensified to get the president’s cabinet picks through the process.,https://www.nytimes.com/2021/02/23/us/politics/biden-confirmations.html,Senators pressed through hours of backlogged confirmation hearings on Tuesday as pressure intensified to get the president’s cabinet picks through the process.,"WASHINGTON — President Biden’s cabinet took steps toward belated completion on Tuesday with the confirmation of a United Nations ambassador and an agriculture secretary, but other top posts remained locked in partisan confirmation hearings.",The New York Times,,,2021-02-23T23:27:38+0000,article,Washington,U.S.,News,nyt://article/1a3ec12b-7555-5b63-8d8a-12a7f2e7ff48,592,nyt://article/1a3ec12b-7555-5b63-8d8a-12a7f2e7ff48,A,19,Politics,"With Biden Behind on Confirmations, Senators Are Overloaded With Hearings",NA,NA,Full Day of Hearings in Senate As Confirmations Lag Behind,NA,NA,NA,By Zach Montague,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,President Biden suspended new oil and gas drilling leases on federal lands. A judge in Louisiana ruled those leases could not be temporarily halted.,https://www.nytimes.com/2021/06/15/climate/biden-drilling-federal-land.html,President Biden suspended new oil and gas drilling leases on federal lands. A judge in Louisiana ruled those leases could not be temporarily halted.,"WASHINGTON — A federal judge in Louisiana has blocked the Biden administration’s suspension of new oil and gas leases on federal lands and waters, in the first major legal roadblock for President Biden’s quest to cut fossil fuel pollution and conserve public lands.",The New York Times,,,2021-06-16T00:44:12+0000,article,Climate,Climate,News,nyt://article/65d82f0d-b620-5ae3-8201-1291d2aa1133,938,nyt://article/65d82f0d-b620-5ae3-8201-1291d2aa1133,A,16,NA,Federal Judge Says Biden Cannot Pause New Leases for Drilling on Public Lands,NA,NA,Judge Blocks Biden’s Pause Of Gas Leases,NA,NA,NA,By Coral Davenport,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Ms. Stansbury won a landslide victory in a special election to fill the seat vacated by Interior Secretary Deb Haaland. The result was heartening for national Democrats.,https://www.nytimes.com/2021/06/01/us/politics/melanie-stansbury-new-mexico-house.html,Ms. Stansbury won a landslide victory in a special election to fill the seat vacated by Interior Secretary Deb Haaland. The result was heartening for national Democrats.,"Melanie Stansbury, a Democrat, won a landslide victory in a special House election in New Mexico on Tuesday, claiming the seat previously held by Interior Secretary Deb Haaland and easily turning back a Republican effort to make the race a referendum on rising crime in the Albuquerque-based district.",The New York Times,,,2021-06-02T02:07:44+0000,article,Politics,U.S.,News,nyt://article/4d3aaeed-e3b4-57b1-b347-e4d1b5ef43b1,702,nyt://article/4d3aaeed-e3b4-57b1-b347-e4d1b5ef43b1,A,15,Politics,"Melanie Stansbury, a Democrat, Cruises in New Mexico House Race",NA,NA,Democrat Wins House Seat in New Mexico,NA,NA,NA,By Jonathan Martin,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As Deb Haaland, President Biden's choice for Interior secretary, heads toward a showdown vote, the department she would head is moving ahead on environmental policies.",https://www.nytimes.com/2021/03/02/climate/biden-interior-department-haaland.html,"As Deb Haaland, President Biden's choice for Interior secretary, heads toward a showdown vote, the department she would head is moving ahead on environmental policies.","WASHINGTON — As the Interior Department awaits its new secretary, the agency is already moving to lock in key parts of President Biden’s environmental agenda, particularly on oil and gas restrictions, laying the groundwork to fulfill some of the administration’s most consequential climate change promises.",The New York Times,,,2021-03-02T14:54:02+0000,article,Climate,Climate,News,nyt://article/50cf258f-b4c3-5264-8aae-f37406b89ea8,1298,nyt://article/50cf258f-b4c3-5264-8aae-f37406b89ea8,A,12,NA,"Reversing Trump, Interior Department Moves Swiftly on Climate Change",NA,NA,"In Swift Actions Focused on Climate, Interior Department Reverses Trump Policies",NA,NA,NA,By Lisa Friedman,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A late Phil Foden goal beat Dortmund in the Champions League, but danger lurks in next week’s second leg.",https://www.nytimes.com/2021/04/06/sports/soccer/manchester-city-dortmund-champions-league.html,"A late Phil Foden goal beat Dortmund in the Champions League, but danger lurks in next week’s second leg.","MANCHESTER, England — There were Borussia Dortmund players sprawled on the turf, their bodies suddenly exhausted and their spirits sunk at the last moment. Manchester City’s substitutes and coaching staff had greeted the goal that inflicted the damage with great, guttural roars, leaping from their seats, pumping their fists in the air.",The New York Times,,,2021-04-06T22:17:22+0000,article,Sports,Sports,News,nyt://article/759d2965-2cfe-5dc2-b962-d2993dcb2670,1056,nyt://article/759d2965-2cfe-5dc2-b962-d2993dcb2670,B,9,Soccer,Manchester City Grabs a Winner but Knows It’s Not Across the Line,On Soccer,NA,Manchester City’s Dramatic Win Is Far From Satisfying,NA,NA,NA,By Rory Smith,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Over the past month the Biden administration has defended three significant oil and gas projects, raising concerns among environmentalists that climate policy is being undermined",https://www.nytimes.com/2021/05/28/climate/biden-fossil-fules-climate-Willow.html,"Over the past month the Biden administration has defended three significant oil and gas projects, raising concerns among environmentalists that climate policy is being undermined","WASHINGTON — Despite President Biden’s pledge to aggressively cut the pollution from fossil fuels that is driving climate change, his administration has quietly taken actions this month that will guarantee the drilling and burning of oil and gas for decades to come.",The New York Times,,,2021-05-28T09:00:31+0000,article,Climate,Climate,News,nyt://article/ad403216-91c1-571b-8915-69ea49102611,1338,nyt://article/ad403216-91c1-571b-8915-69ea49102611,B,1,NA,Biden’s Fossil Fuel Moves Clash With Pledges on Climate Change,NA,NA,Biden Finds Fossil Fuels Hard to Quit,NA,NA,NA,By Lisa Friedman,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The Choctaw Nation and the Muscogee (Creek) Nation in Oklahoma said they would consider granting citizenship to the Freedmen.,https://www.nytimes.com/2021/05/28/us/politics/freedmen-citizenship.html,The Choctaw Nation and the Muscogee (Creek) Nation in Oklahoma said they would consider granting citizenship to the Freedmen.,"With pressure growing from the Biden administration, two Native American tribes in Oklahoma have agreed to consider reversing their policies of denying citizenship to descendants of Black people who were enslaved by them before the Civil War.",The New York Times,,,2021-05-28T15:09:31+0000,article,Washington,U.S.,News,nyt://article/4109a02c-af65-5d64-b368-ae1d23f1b6bf,1437,nyt://article/4109a02c-af65-5d64-b368-ae1d23f1b6bf,A,17,Politics,Tribes to Confront Bias Against Descendants of Enslaved People,NA,NA,Tribes Are Pressed to Confront Bias Against Descendants of Enslaved People,NA,NA,NA,By Chris Cameron and Mark Walker,,NA,121,30,14
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Our economics reporter gives a rundown on the real unemployment rate, stimulus checks and inflation.",https://www.nytimes.com/2021/02/23/us/politics/fed-unemployment-biden.html,"Our economics reporter gives a rundown on the real unemployment rate, stimulus checks and inflation.","As he guides the financial system through the coronavirus pandemic, Jerome Powell, the chair of the Federal Reserve, has worked to keep cash flowing through the economy. He’s done it by tamping down interest rates and sometimes speaking up — to a degree that’s rare for a Fed director — to urge legislative action on behalf of workers and businesses.",The New York Times,,,2021-02-23T23:59:53+0000,article,Politics,U.S.,News,nyt://article/d58e67ea-4985-5103-8887-cf06eef58587,1482,nyt://article/d58e67ea-4985-5103-8887-cf06eef58587,A,2,Politics,How Is the Fed Thinking About Unemployment?,On Politics,NA,Reading the Fed’s Latest Signals,NA,NA,NA,By Giovanni Russonello,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Late Monday, the police arrested activists and appeared to use a crowd-dispersing sonic device at the Line 3 pipeline in Minnesota, which would carry oil across sensitive waterways and tribal lands.",https://www.nytimes.com/2021/06/07/climate/line-3-pipeline-protest-native-americans.html,"Late Monday, the police arrested activists and appeared to use a crowd-dispersing sonic device at the Line 3 pipeline in Minnesota, which would carry oil across sensitive waterways and tribal lands.","PARK RAPIDS, MINN. — The protesters who gathered in the boreal forests of Northern Minnesota came from across the country — Native American tribes and their supporters, environmentalists and religious leaders — all to fight an expansion of Line 3, a $9 billion pipeline operated by the Canadian company, Enbridge, that would carry hundreds of thousands of barrels of oil through Minnesota’s delicate watersheds and tribal lands.",The New York Times,,,2021-06-07T17:04:47+0000,article,Climate,Climate,News,nyt://article/65e73bbd-a3d0-525e-93a6-0cf88072b88b,1617,nyt://article/65e73bbd-a3d0-525e-93a6-0cf88072b88b,A,14,NA,Police Make Mass Arrests at Protest Against Oil Pipeline,NA,NA,Minnesota Pipeline Protest Tests Biden Vows to Protect Climate and Native Lands,NA,NA,NA,"By Hiroko Tabuchi, Matt Furber and Coral Davenport",,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Many Native people were forced into the most undesirable areas of America, first by white settlers, then by the government. Now, parts of that marginal land are becoming uninhabitable.",https://www.nytimes.com/2021/06/27/climate/climate-Native-Americans.html,"Many Native people were forced into the most undesirable areas of America, first by white settlers, then by the government. Now, parts of that marginal land are becoming uninhabitable.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",The New York Times,,,2021-06-27T09:00:18+0000,article,Climate,Climate,News,nyt://article/0ee439f3-0e91-5be7-bb83-4e7fd8b630c3,2318,nyt://article/0ee439f3-0e91-5be7-bb83-4e7fd8b630c3,A,1,NA,"Dispossessed, Again: Climate Change Hits Native Americans Especially Hard",NA,NA,Native Americans Feel Brunt of Climate Change,NA,NA,NA,By Christopher Flavelle and Kalen Goodluck,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As the Interior Department awaits its new secretary, the agency is already moving to lock in key parts of President Biden’s environmental agenda, particularly on oil and gas restrictions, laying the groundwork to fulfill some of the administration’s most consequential promises to address climate change.",https://www.nytimes.com/2021/03/02/us/politics/the-interior-department-is-moving-fast-to-enact-bidens-environmental-agenda.html,,"As the Interior Department awaits its new secretary, the agency is already moving to lock in key parts of President Biden’s environmental agenda, particularly on oil and gas restrictions, laying the groundwork to fulfill some of the administration’s most consequential promises to address climate change.",The New York Times,,,2021-03-02T20:15:04+0000,article,Washington,U.S.,News,nyt://article/eb4bbe0f-869b-5f13-90ec-8dbd935c7b25,427,nyt://article/eb4bbe0f-869b-5f13-90ec-8dbd935c7b25,NA,NA,Politics,The Interior Department is moving fast to enact Biden’s environmental agenda.,NA,NA,NA,NA,NA,NA,By Lisa Friedman,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,What happened in Texas is a warning for the rest of America,https://www.nytimes.com/2021/02/24/climate/coast-to-coast-crises-waiting-to-happen.html,What happened in Texas is a warning for the rest of America,"When extreme weather knocked out power and water in Texas last week, it represented a profound warning for the rest of the country: The nation’s vital infrastructure remains fundamentally unprepared for the shocks of climate change.",The New York Times,,,2021-02-24T17:42:22+0000,article,Climate,Climate,News,nyt://article/4f1bb461-b8d5-516b-8575-9fed0b60bf31,873,nyt://article/4f1bb461-b8d5-516b-8575-9fed0b60bf31,NA,NA,NA,Coast-to-Coast Crises Waiting to Happen,Climate Fwd:,NA,NA,NA,NA,NA,NA,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,More people than ever visited national parks during the pandemic. We need to harness that interest for change.,https://www.nytimes.com/2021/03/19/opinion/national-parks-environment.html,More people than ever visited national parks during the pandemic. We need to harness that interest for change.,"Over the pandemic year, people took to appreciating the renewable delights of this ragged and tortured planet like never before. In this country, many national parks saw record crowds in 2020, and eight million more Americans went hiking than in the year before.",The New York Times,,,2021-03-19T09:00:18+0000,article,OpEd,Opinion,Op-Ed,nyt://article/02289a14-0bbd-57b2-8141-03135a6844fc,944,nyt://article/02289a14-0bbd-57b2-8141-03135a6844fc,A,19,NA,"To Save the Earth, Fall in Love",NA,NA,"To Save  The Earth,  Fall in Love",NA,NA,NA,By Timothy Egan,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"After showing political clout in the 2020 election, tribal communities are hoping for more attention and money to address their long-running problems with poverty, health care and other issues.",https://www.nytimes.com/2021/02/18/us/politics/native-americans-biden.html,"After showing political clout in the 2020 election, tribal communities are hoping for more attention and money to address their long-running problems with poverty, health care and other issues.","WASHINGTON — When President Biden introduced Representative Deb Haaland of New Mexico as his pick for interior secretary, making her the first Native American to be selected for a cabinet position, he acknowledged the country’s long history of failing the land’s first citizens.",The New York Times,,,2021-02-18T15:11:36+0000,article,Washington,U.S.,News,nyt://article/c4bac527-b84b-560a-9c07-376b4ee6998d,1475,nyt://article/c4bac527-b84b-560a-9c07-376b4ee6998d,A,17,Politics,Native Americans ‘Left Out in the Cold’ Under Trump Press Biden for Action,NA,NA,Native Americans Want Biden to Address Problems,NA,NA,NA,By Mark Walker,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Will sacred lands protected by President Obama be protected once again?,https://www.nytimes.com/2021/04/25/opinion/bears-ears-Native-American-women.html,Will sacred lands protected by President Obama be protected once again?,"We are among the Women of Bears Ears — Indigenous women who support our families and communities in the protections of ancestral lands. We come from Diné, Nuche, Pueblo and other allied Native Nations. From these Southwestern lands, twin buttes rise; they are known as Bears Ears.",The New York Times,,,2021-04-25T15:00:13+0000,article,OpEd,Opinion,Op-Ed,nyt://article/2881ab7e-3c91-5260-a970-fae8624fa241,1530,nyt://article/2881ab7e-3c91-5260-a970-fae8624fa241,A,21,NA,Women of Bears Ears Are Asking You to Help Save It,Guest Essay,NA,‘The Mountains Are Reaching Out to Us’,NA,NA,NA,"By Elouise Wilson, Mary R. Benally, Ahjani Yepa and Cynthia Wilson",,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The federal agency agreed to postpone for a year its proposal to cut service at a hospital serving 9,100 tribal citizens.",https://www.nytimes.com/2021/05/02/us/politics/indian-health-service-new-mexico.html,"The federal agency agreed to postpone for a year its proposal to cut service at a hospital serving 9,100 tribal citizens.","After a public outcry and a legal fight, the Indian Health Service has agreed to keep the emergency departments and inpatient care open for another year at a hospital in northwestern New Mexico serving 9,100 tribal citizens, settling at least temporarily a dispute that had become a flash point between tribal communities and the federal government over the quality and accessibility of health care.",The New York Times,,,2021-05-02T09:00:11+0000,article,Washington,U.S.,News,nyt://article/67523086-4e1a-55ed-8ad5-598e45e73e0b,655,nyt://article/67523086-4e1a-55ed-8ad5-598e45e73e0b,A,17,Politics,Indian Health Service Settles Dispute Over Care in New Mexico,NA,NA,Deal Restores Hospital Care In Tribal Area Of Southwest,NA,NA,NA,By Mark Walker,,NA,121,40,11
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"In a special election to replace Deb Haaland, Democrats are bolstering their nominee, taking no chances that a law-and-order argument against her will cost them what should be a safe House seat.",https://www.nytimes.com/2021/06/01/us/politics/new-mexico-crime-haaland.html,"In a special election to replace Deb Haaland, Democrats are bolstering their nominee, taking no chances that a law-and-order argument against her will cost them what should be a safe House seat.","ALBUQUERQUE — In theory, the special election to fill Interior Secretary Deb Haaland’s seat in the House should not be competitive. President Biden carried the Albuquerque-based district by 23 points last year, and there has not been a close race for Congress here since George W. Bush was president.",The New York Times,,,2021-06-01T07:00:08+0000,article,Politics,U.S.,News,nyt://article/d0022b04-d0a6-5371-a93a-d25616c55df2,1466,nyt://article/d0022b04-d0a6-5371-a93a-d25616c55df2,A,13,Politics,Why a New Mexico House Race Is a Crucial Test of the G.O.P. Focus on Crime,NA,NA,G.O.P. Focus on Crime Is Tested in Race for ‘Safe’ Democratic Seat in New Mexico,NA,NA,NA,By Jonathan Martin,,NA,121,40,11
